,sno,Dates,Current,Temporal,Spatial,Derived
504,505,9/12/2021,66175,66219.8,173526.6154,27412.57116782302
505,506,9/13/2021,66204,66129.0,173606.5,27401.34167935377
506,507,9/14/2021,66269,66171.6,173713.1923,27421.315188398577
507,508,9/15/2021,66333,66220.0,173822.8846,27442.42904183671
508,509,9/16/2021,66407,66277.6,173927.2692,27466.256929430514
509,510,9/17/2021,66450,66332.6,174031.4231,27486.060244890872
510,511,9/18/2021,66491,66390.0,174127.1923,27505.76795956545
511,512,9/19/2021,66551,66446.4,174224.3077,27527.484463553345
512,513,9/20/2021,66572,66494.2,174293.8462,27541.997363564486
513,514,9/21/2021,66631,66539.0,174384.1154,27561.05962940745
514,515,9/22/2021,66676,66584.2,174486.0769,27579.087214673924
515,516,9/23/2021,66731,66632.2,174574.5,27598.24734912601
516,517,9/24/2021,66771,66676.2,174665.7692,27615.043904388785
517,518,9/25/2021,66838,66729.4,174754.5385,27636.59117131601
518,519,9/26/2021,66853,66773.8,174842.7308,27650.51313212605
519,520,9/27/2021,66868,66812.2,174716.0385,27654.602248333897
520,521,9/28/2021,66915,66849.0,174790.8846,27670.122927410528
